sl_nb_chambre,sl_taille,sl_prix,sl_salle_d_eau,sl_salle_de_bain,sl_toilette,sl_etage,sl_hauteur,sl_parking,sl_terrasse,sl_nb_piece,sl_localisation_enc,sl_cuisine_enc,sl_exposition_enc,sl_vue_enc,sl_ascenseur_enc,sl_neuf_enc,sl_cave_enc,sl_annee_enc,sl_balcon_enc,sl_parquet_enc,sl_style_enc,sl_gardien_enc
3.5,40.0,270000.0,1.0,1.0,1.5,5.0,6.0,1.0,1.0,1.0,0,0,0,0,0,0,1,1,0,0,0,0
3.0,106.0,795000.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,4.0,1,0,0,0,0,0,1,0,0,0,0,1
3.0,110.0,850000.0,1.0,1.0,2.0,3.0,7.0,1.0,1.0,4.0,1,0,0,0,1,0,1,0,0,0,0,0
4.0,130.0,1450000.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,5.0,1,0,0,1,1,0,0,0,0,0,0,1
3.0,120.0,890000.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,5.0,1,0,0,0,1,0,0,0,0,1,0,0
3.0,183.0,1550000.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,1,0,0,0,1,0,1,0,0,0,0,1
4.0,136.0,910000.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0
4.0,231.0,1495000.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,6.0,1,0,0,0,1,0,1,0,0,1,0,1
4.0,168.0,1050000.0,1.5,3.0,2.0,6.0,6.0,1.0,1.0,6.0,1,0,0,1,1,0,1,0,0,0,0,0
4.0,136.0,910000.0,1.0,1.0,3.0,3.0,8.333333333333334,1.0,1.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,88.0,690000.0,1.0,1.0,1.0,4.0,10.666666666666668,1.0,1.0,4.0,1,0,0,0,1,0,0,1,0,1,0,1
2.0,163.0,1560000.0,1.0,1.0,2.0,6.0,13.0,1.0,1.0,5.0,1,0,0,1,0,0,0,0,0,0,0,1
4.0,168.0,1050000.0,1.0,3.0,2.0,6.0,6.0,1.0,1.0,6.0,1,0,0,1,1,0,1,0,0,0,0,0
3.0,183.0,1550000.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,1,0,0,0,1,0,1,0,0,0,0,1
4.0,164.0,1370000.0,1.0,1.0,2.0,4.0,4.0,1.0,1.0,5.0,1,0,0,0,1,0,1,1,0,0,0,0
3.0,173.0,1300000.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0
3.0,154.0,1230000.0,1.0,1.0,2.0,2.0,10.0,1.0,1.0,5.0,1,0,0,1,1,0,1,0,0,0,0,1
2.0,105.0,895000.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1,0,0,0,1,0,1,0,0,0,0,0
4.0,145.0,1050000.0,1.0,2.0,2.0,4.0,7.0,1.0,1.0,5.0,1,0,0,0,1,0,1,0,0,1,0,0
3.0,183.0,1550000.0,1.0,1.0,1.5,1.0,4.0,1.0,1.0,4.0,1,0,0,0,1,0,1,0,0,1,0,1
3.0,132.0,870000.0,1.0,1.0,1.0,3.0,7.0,1.0,1.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0
3.0,149.0,1700000.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,4.0,1,0,0,1,0,0,1,0,0,0,0,0
2.0,181.0,1250000.0,1.0,1.0,2.0,4.0,5.0,1.0,1.0,4.0,1,0,0,0,1,0,1,1,0,1,0,0
3.0,108.0,800000.0,1.0,1.0,2.0,3.5,5.0,1.0,1.0,5.0,1,0,0,0,0,0,1,0,0,0,0,1
4.0,136.0,910000.0,1.0,1.0,2.0,3.0,5.0,1.0,1.0,5.0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,108.0,800000.0,1.0,1.0,2.0,2.5,5.0,1.0,1.0,5.0,1,0,0,0,0,0,1,0,0,0,0,1
2.0,78.0,660000.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,1,0,0,0,1,0,1,0,0,0,0,0
3.0,140.0,1030000.0,1.0,1.0,2.0,1.0,6.0,1.0,1.0,5.0,1,0,0,0,1,0,1,0,0,0,0,0
3.0,313.0,2800000.0,1.0,1.0,3.0,2.0,5.0,1.0,1.0,8.0,1,0,0,1,0,0,1,0,0,1,0,1
2.0,107.0,1350000.0,1.0,1.0,2.0,5.0,6.0,1.0,1.0,3.0,1,0,0,1,1,0,0,0,0,0,0,0
3.0,120.0,649000.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,93.0,558000.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1,0,0,0,0,0,0,0,0,0,0,0
3.0,142.0,1080000.0,1.0,1.0,1.0,3.0,3.5,1.0,1.0,5.0,1,0,0,0,1,0,1,0,0,1,0,0
4.0,194.0,1560000.0,2.0,2.0,3.0,1.0,3.0,1.0,1.0,6.0,1,0,0,1,1,0,0,0,0,0,0,1
2.0,80.0,565000.0,2.0,2.0,1.0,7.0,7.0,1.0,1.0,3.0,1,0,0,1,1,0,1,0,0,0,0,0
4.0,300.0,2250000.0,2.0,2.0,3.0,4.5,7.0,1.0,1.0,6.0,1,0,0,0,0,0,0,0,0,0,0,0
2.0,68.0,570000.0,2.0,2.0,1.0,2.0,7.0,1.0,1.0,3.0,1,0,0,0,0,0,1,0,0,0,0,0
4.0,200.0,1890000.0,2.0,2.0,3.0,7.0,7.0,1.0,1.0,5.0,1,0,0,1,1,0,0,0,0,0,0,0
3.0,100.0,590000.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,4.0,1,0,0,0,1,0,1,0,0,0,0,0
