bd_style,bd_localisation,bd_nb_chambre,bd_nb_piece,bd_prix,bd_paragraphe,bd_salle_d_eau,bd_salle_de_bain,bd_toilette,bd_annee,bd_etage,bd_hauteur,bd_ascenseur,bd_vue,bd_cave,bd_parking,bd_chemine,bd_exposition,bd_balcon,bd_terrasse,bd_gardien,bd_travaux,bd_neuf,bd_parquet,bd_cuisine,bd_vis_a_vis,bd_jardin,bd_piscine,bd_taille
Appartement,Paris 16ème,1 Chambre,5 Pièces,"6 300 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Palais de Tokyo. Rare. Vue Tour Eiffel et 360+ sur Paris, superbe penthouse de 230 m² avec 300 m² de terrasse. L'appartement sur deux niveaux se compose d'une entrée, d'un salon avec parquet et cheminée, d'un bureau ou chambre, d'un séjour et salle à manger, d'une cuisine ouverte, d'une chambre master avec dressing et salle de bains, d'un hammam. Prestations très haut de gamme, possibilité d'acquérir un studio en supplément du prix. Paris Ouest Sotheby's International Realty, la référence internationale de l'immobilier de prestige à Paris 16ème.",Non reference,1 Salle de bain,Non reference,Année de construction 1900,Au 3ème étage,Bâtiment de 3 étages,Ascenseur,Belle vue,Non reference,,Non reference,Non reference,Non reference,Terrasse,Non reference,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['230 M²']
Appartement,Paris 16ème,5 Chambres,10 Pièces,"3 000 000 € à 10 000 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Jardin du Ranelagh. Dans un hôtel particulier Art Déco en pierre de taille entouré d'un jardin de 280 m², superbe appartement de 333 m² et 3,8 m de hauteur sous plafond à la fois de réception et familial. Au niveau du jardin se trouvent une galerie d'entrée desservant un bureau, un petit salon, un grand salon avec accès direct sur le jardin, une salle à manger, un office et une cuisine dînatoire. Par un superbe escalier à la française, on accède à l'étage supérieur qui comprend cinq chambres avec trois salles de bains et une salle d'eau. Un studio de service, quatre chambres de service, quatre caves et trois emplacements de parking complètent cette offre. Paris Ouest Sotheby's International Realty, la re´fe´rence internationale de l'immobilier de prestige a` Paris 16ème.",1 Salle d'eau,3 Salles de bain,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Cave,Parking,Non reference,Non reference,,,Non reference,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['333 M²']
Appartement,Paris 16ème,4 Chambres,6 Pièces,"2 995 000 €
Les honoraires sont à la charge du vendeur","TERRASSE 80 M2 A proximité de la place du Trocadero. Dans un bel immeuble récent de standing Appartement climatisé avec terrasse de plain pied dont une partie couverte avec salle à manger d'été Double réception, 4 chambres dont une suite parentale complète avec salle de bains et dressings. Une salle bains et une salle d'eau pour les autres chambres. WC invités. Vaste cuisine luxueusement équipée avec coin repas ouverte sur la terrasse Excellent état général, double exposition, parking et cave en sous-sol.",2 Salles d'eau,2 Salles de bain,3 Toilettes,Année de construction 1976,Au 2ème étage,Non reference,Non reference,Non reference,Cave,,Non reference,Non reference,Balcon,Terrasse,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['185 M²']
Appartement,Paris 16ème,4 Chambres,6 Pièces,"2 980 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - EXCLUSIVITÉ - FLANDRIN - APPARTEMENT 4 CHAMBRES Au 5ème étage d'un bel immeuble haussmannien, appartement familial et de réception de 232 m² composé d'une galerie d'entrée, d'un double séjour donnant sur un balcon filant, d'une salle à manger, d'une cuisine indépendante et de quatre chambres. Parquet, moulures, cheminées, beaux volumes. L'appartement a fait l'objet d'une rénovation. Deux caves et un water closet attenant complètent ce bien.",Non reference,Non reference,Non reference,Année de construction 1914,Au 5ème étage,Bâtiment de 7 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,Balcon,,Non reference,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['232 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"1 800 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4,65% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 720 000 €","Victor Hugo - Appartement trois chambres - 6ème étage - Balcons Dans un des plus beaux immeubles de l'avenue, appartement de 123 m², refait à neuf, au sixième étage avec ascenseur. Très lumineux, il comprend une cuisine, un grand séjour plein SUD, trois chambres et deux salles de bains. L'ensemble est bordé de larges balcons (14,5m²) et bénéficie d'une belle hauteur sous plafond (plus de 3 mètres). Le ravalement de l'immeuble est en cours. Gardienne, Cave. L'accès à l'appartement se fait par les parties communes de service en cours de rénovation. L'ascenseur est accessible au premier étage. Dont 4.65 % honoraires TTC à la charge de l'acquéreur. Copropriété de 63 lots (Pas de procédure en cours). Charges annuelles: 5152.00 euros.",Non reference,2 Salles de bain,2 Toilettes,Année de construction 1905,Au 6ème étage,Bâtiment de 7 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['123 M²']
Appartement,Paris 16ème,4 Chambres,6 Pièces,"2 590 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 0% du prix du bien hors honoraires
Prix du bien hors honoraires : 2 512 300 €","Appartement familial de 190 m², rénové par architecte, situé au 3ème étage avec ascenseur d'un immeuble de standing de 1924. Entrée, salon, salle-à-manger avec cuisine dînatoire mitoyenne et espace Bureau/Bibliothèque. En partie nuit, 4 chambres, dont une suite avec dressing et salle de bains, 2 salles de douche. Nombreux rangements, buanderie et double cave. Parquet, moulures, cheminées et beaux volumes (hauteur sous plafond 2,95m) Calme et charme, au coeur de Passy. Proche commerces, transports et écoles - Parking disponible à la location. Honoraires de transaction 3% TTC à la charge de l'acquéreur Prix net vendeur: 2 512 300 euros Cet appartement profite d'une localisation de premier plan, au coeur du vivant quartier de Passy. Au calme d'une rue tranquille, mais à deux pas des commerces et de toutes les commodités, il se trouve, de plus, à proximité de nombreux établissements scolaires réputés du seizième arrondissement (Saint-Jean, Gerson, La Tour..). Idéalement situé, il permet également de profiter en voisin du Jardin du Ranelagh, du Parc de Passy et du Bois de Boulogne. Transports: Métro L6 Passy, L9 La Muette, RER C Boulainvilliers, Bus 22-32-52-70.",Non reference,3 Salles de bain,1 Toilette,Année de construction 1924,Au 3ème étage,Bâtiment de 6 étages,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,,,Non reference,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['190 M²']
Appartement,Paris 16ème,4 Chambres,7 Pièces,"2 220 000 €
Les honoraires sont à la charge du vendeur","TROCADERO / CHAILLOT. 4 CHAMBRES LONGCHAMP / LUBECK. Dans un bel immeuble ART-DÉCO, nous vous proposons un appartement familial et de réception de 185,84 m² carrez, avec beaucoup de cachet, très clair et ensoleillé, exposé Sud-Ouest avec 3 mètres de Hauteur sous-plafond et un très beau parquet. Cet appartement se compose d'une vaste entrée, une triple réception de 86 m² comprenant une cuisine ouverte et traversante, 4 chambres, 3 salles de douches, 3 WC (dont un WC séparé d'invités), un grand dressing et de nombreux placards aménagés sur mesure agrémentent ce bien en excellent état, décoré avec beaucoup de goût. Une cave complète ce bien. Possibilité de Parkings. Emplacement idéal proche des transports, commerces et écoles de renom. Sectorisation Janson de Sailly. Professions libérales autorisées.",2 Salles d'eau,1 Salle de bain,3 Toilettes,Année de construction 1930,Au 1er étage,Bâtiment de 7 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['186 M²']
Appartement,Paris 16ème,4 Chambres,7 Pièces,"2 590 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4,01606% du prix du bien hors honoraires
Prix du bien hors honoraires : 2 490 000 €","Avenue Mozart Situé avenue Mozart, ce très bel appartement lumineux de 203 m² avec 3,5m de hauteur sous plafond et tout le charme de l'ancien, se compose d'une entrée, un double séjour exposé ouest avec balcon, un bureau avec rangement (ou chambre), une cuisine séparée, 4 chambres au calmes, dont une suite parentale, une salle d'eau, une buanderie, un WC invités et de nombreux rangements. Entièrement refait à neuf il y a 4 ans. Pas de vis à vis proche. A voir absolument ! Visite virtuelle disponible.",2 Salles d'eau,Non reference,Toilette séparée,Année de construction 1896,Au 1er étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['203 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"1 508 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 450 000 €","5 pièces haussmanien Foch - Étoile, Dans une prestigieuse copropriété du haut de l'avenue Foch se trouve ce bel appartement de 105 m². Situé au 1er étage et donnant sur des cours intérieures, l'appartement est très calme. Il est composé d'une entrée, un séjour orienté Sud Est, une salle à manger, une cuisine, 3 chambres, une salle de bains et une salle de douche. Une cave complète ce bien. Votre référent: Erwan PERRIN + 330662736616.",1 Salle d'eau,1 Salle de bain,1 Toilette,Année de construction 1880,Au 1er étage,Bâtiment de 7 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,Non reference,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['104 M²']
Appartement,Paris 16ème,2 Chambres,4 Pièces,"1 150 000 €
Les honoraires sont à la charge du vendeur","Paris XVIe - Boulevard Murat / Auteuil. Proche du village d'Auteuil et de ses nombreux commerces. Situé au 7ème étage avec ascenseur d'un immeuble bien entretenu des années 60, [EN'APARTÉ] vous propose un 4 pièces traversant composé d'une entrée, d'un vaste séjour avec un accès à un balcon exposé plein Ouest, d'une salle à manger, d'une cuisine indépendante aménagée et équipée avec un coin dinatoire, d'un espace nuit avec deux chambres, d'une salle d'eau et un espace avec de nombreux placards et d'un toilette indépendant. Possibilité de créer une troisième chambre. Son caractère traversant, ses nombreuses fenêtres et son étage élevé lui confèrent une très bonne luminosité tout au long de la journée. Une cave agrémente ce bien.",1 Salle d'eau,Non reference,Toilette séparée,Année de construction 1960,Au 7ème étage,Bâtiment de 10 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['100 M²']
Duplex,Paris 16ème,2 Chambres,4 Pièces,"2 340 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - Saint DIDIER - DUPLEX DERNIERS ÉTAGES 2/3 CHAMBRES AVEC TERRASSES Paris 16. Dans une résidence récente à proximité de tous les commerces, duplex avec deux terrasses, situé aux deux derniers étages. L'appartement, traversant, se compose, au premier niveau, d'une entrée, d'un salon ouvrant sur une terrasse de plus de 30 m² avec une vue Tour Eiffel, d'une salle à manger et d'une cuisine. A l'étage, une chambre principale, ouvrant sur une terrasse de 22 m², avec une salle de bains et une deuxième chambre avec une salle d'eau. Troisième chambre possible. En complément de l'appartement, une grande cave et un parking dans l'immeuble proposé en plus à 60 000 euros.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1963,Au 8ème étage,Bâtiment de 9 étages,Non reference,Belle vue,Cave,,Non reference,Non reference,,Terrasse,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['118 M²']
Appartement,Paris 16ème,3 Chambres,6 Pièces,"2 500 000 €
Les honoraires sont à la charge du vendeur","Paris 16e - POMPE / VICTOR HUGO/ JANSON DE SAILLY. Emplacement privilégié à quelques pas des écoles les plus recherchées du 16e arrondissement. Élégant appartement situé au troisième étage avec ascenseur dans un très bel immeuble en pierre de taille. Il se compose de six pièces principales d'une surface de 201,08m² loi Carrez. Il comprend une belle galerie d'entrée, un grand double séjour, un bureau d'angle (possibilité quatrième chambre) exposés sud-est, trois chambres, une cuisine dînatoire aménagée, trois salles de bains, deux toilettes indépendantes et un grand dressing. Une concession d'un parking et une cave complètent ce bien. Possibilité d'acquérir en supplément un studio au sixième étage de 16,68m² loi Carrez pour 225.000 euros.",Non reference,3 Salles de bain,1 Toilette,Année de construction 1895,Au 3ème étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['201 M²']
Appartement,Paris 16ème,4 Chambres,8 Pièces,"5 300 000 €
Les honoraires sont à la charge du vendeur","Place Victor Hugo, dans un immeuble de grand standing offrant un appartement par palier et sécurisé avec concierge à demeure. Situé au troisième étage avec ascenseur, un bel appartement à la fois de réception et familial d'une superficie de 427,60 m² loi Carrez, 434,56m² au sol, avec de nombreux balcons. Il se compose d'une spacieuse galerie d'entrée, un double séjour offrant une vue dégagée, une salle à manger attenante à la cuisine dînatoire, un bureau transformable en chambre, une chambre de maître avec salle de bains, trois chambres, une salle de bain et une salle d'eau, une buanderie et des toilettes invités. Très lumineux avec 3,50m de hauteur sous-plafond et un plan optimisé. Deux chambres de service, trois caves et possibilité d'acquérir deux parkings à proximité. EXCLUSIVITÉ.",1 Salle d'eau,2 Salles de bain,3 Toilettes,Année de construction 1911,Au 3ème étage,Bâtiment de 6 étages,Ascenseur,Belle vue,Non reference,Parking,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['428 M²']
Appartement,Paris 16ème,3 Chambres,6 Pièces,"2 750 000 €
Les honoraires sont à la charge du vendeur","EXCLUSIVITÉ - Paris 16 - AUTEUIL - Appartement familial Très bel appartement de 198.60 m² loi carrez au 4ème étage d'un immeuble de 1919 à deux pas du village d'Auteuil. Il comprend une entrée, un double salon, une salle à manger, une cuisine dinatoire indépendante, 3 chambres, 1 salle de bains et 2 salles de douche. Ce bien en parfait état bénéficie d'une vue dégagée et d'une belle luminosité. Une chambre de service de 14m² et un parking dans un immeuble à côté peuvent être proposés en plus. Contact: Tiphaine Brochet.",Non reference,Non reference,Non reference,Année de construction 1919,Au 4ème étage,Non reference,Non reference,Belle vue,Non reference,Non reference,Non reference,Non reference,,,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['199 M²']
Appartement,Paris 16ème,4 Chambres,7 Pièces,"3 397 000 €
Les honoraires sont à la charge du vendeur","Dans le quartier Victor Hugo / Lamartine, situé au quatrième étage avec ascenseur dans un très bel immeuble ancien, un appartement de 229,89m² loi Carrez vendu avec un studio de 15,37m² loi Carrez et deux chambres de service (9,90m² loi Carrez et 9,37m² loi Carrez). L'appartement se compose d'une grande double réception, de deux balcons (4,80m²), d'un grand bureau (possible cinquième chambre), de quatre chambres, de trois salles de bains, d'une salle d'eau et d'une buanderie. Nombreux placards. Très lumineux et ensoleillé. Belle hauteur sous plafond. Deux caves complètent ce bien. Lots non dissociables. Visualisez la visite virtuelle et le plan interactif de ce bien sur notre site.",1 Salle d'eau,3 Salles de bain,3 Toilettes,Année de construction 1908,Au 4ème étage,Bâtiment de 7 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['265 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"2 050 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - Passy/Paul Doumer - Appartement - 3 chambres Dans un immeuble 1930 de très bon standing, appartement familial de 165 m² situé au 4ème étage, composé d'un salon, d'une salle à manger, d'une cuisine dînatoire, de trois chambres, deux salles de bains et d'une buanderie. Appartement très lumineux doté de balcons, à proximité des commerces et des écoles. Cette offre est complétée par une cave. Le studio de service de 12,66m² au prix de 150 000euros HAI (indissociable du prix de l'appartement).",1 Salle d'eau,1 Salle de bain,Toilette séparée,Année de construction 1930,Au 4ème étage,Bâtiment de 8 étages,Ascenseur,Belle vue,Cave,,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['165 M²']
Duplex,Paris 16ème,3 Chambres,5 Pièces,"1 990 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - La Muette / La Tour - Duplex avec Terrasse Duplex de 128 m², baigné de lumière, situé aux 6ème et 7ème étages d'un immeuble récent à proximité des écoles et des commerces. Le premier niveau, au 7ème étage, est traversant. Il se compose d'une entrée desservant un grand salon, une salle à manger, une cuisine. Les pièces de réception sont dotées de baies vitrées ouvrant sur une terrasse de plain pied aménagée de 17 m². Le deuxième comprend une chambre parentale avec sa salle de bains, deux chambres, une salle de douche et de nombreux rangements. Un débarras et une cave complètent ce bien. Dans l'immeuble, 2 places de parking en enfilade accessibles en ascenseur sont proposées en sus du prix. Sectorisation Janson de Sailly.",Non reference,Non reference,Non reference,Année de construction 1975,Au 6ème étage,Bâtiment de 8 étages,Ascenseur,Belle vue,Cave,,Non reference,Non reference,,Terrasse,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['128 M²']
Appartement,Paris 16ème,1 Chambre,2 Pièces,"880 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème Flandrin-Victor Hugo. Au 3ème étage d'un immeuble récent de bon standing sécurisé, appartement très ensoleillé, exposé plein Ouest de 56m² prolongé d'un large balcon filant de 7m². Il se compose d'un vaste séjour, une cuisine ouverte équipée, une chambre, un dressing, une salle de douche à l'italienne et un WC séparé. Idéal pied-Possibilité de parking en location dans l'immeuble (160 euros/mois). Paris Ouest Sotheby's International Realty, la référence de l'immobilier de prestige à Paris 16ème.",1 Salle d'eau,Non reference,1 Toilette,Non reference,Au 3ème étage,Bâtiment de 10 étages,Ascenseur,Non reference,Non reference,Parking,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['56 M²']
Appartement,Paris 16ème,4 Chambres,7 Pièces,"2 250 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3% du prix du bien hors honoraires
Prix du bien hors honoraires : 2 184 466 €","Très bel immeuble pierre de taille, appartement familial entièrement refait, situé au 5ème et dernier étage avec ascenseur, baigné de lumière, exposé ouest, calme, traversant. Galerie d'entrée, double séjour, grande cuisine dînatoire, 4 chambres dont 1 suite parentale, salle de bains, salle d'eau, toilettes séparées, nombreux rangements. 2 caves. Exclusivité Breteuil.",1 Salle d'eau,1 Salle de bain,1 Toilette,Année de construction 1900,Au 6ème étage,Bâtiment de 7 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['179 M²']
Duplex,Paris 16ème,2 Chambres,3 Pièces,"1 130 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,09% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 096 100 €","La Muette- Duplex de caractère entièrement rénové, donnant sur une vaste cour. Ce bien calme et ensoleillé bénéficie du charme de l'ancien, de beaux volumes, et d'un patio extérieur. Situé au rez-de-chaussée d'un superbe immeuble haussmannien, il comprend au niveau supérieur: un séjour exposé sud, une cuisine équipée et aménagée, une chambre principale, un bureau attenant, une salle de bains, une courette extérieure de 9m². Au niveau inférieur: une 2ème chambre, une salle d'eau, une buanderie et un dressing. Prestations contemporaines de qualité.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1900,Au moins 1 toilette séparée,Bâtiment de 6 étages,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,,Terrasse,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['92 M²']
Appartement,Paris 16ème,3 Chambres,4 Pièces,"2 400 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Avenue Foch. Au sein d'une résidence offrant de nombreux services, appartement d'exception de 154 m ² situé au 4ème étage. Séjour et suite parentale bordés d'un balcon, ensoleillé. Magnifiques vues sans vis à vis sur un parc arboré. Cuisine équipée, 3 chambres dont une grande suite parentale; avec chacune sa salle de bains. Deux places de parking complètent ce bien rare et calme. Gardien 24H7. Paris Ouest Sotheby's International Realty.",Non reference,3 Salles de bain,Non reference,Non reference,Au 4ème étage,Bâtiment de 6 étages,Non reference,Belle vue,Non reference,Parking,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['154 M²']
Appartement,Paris 16ème,3 Chambres,4 Pièces,"1 300 000 €
Les honoraires sont à la charge du vendeur","MOZART/JASMIN First immobilier vous propose en exclusivité un bel appartement traversant de 90m² situé au 2ème étage d'un immeuble 1900. Ce bien en excellent état se compose d'une vaste pièce à vivre avec cuisine américaine et équipée, 3 chambres dont une suite parentale avec sa salle d'eau, une salle de bains avec WC, un WC indépendant. Nombreux rangements, plan compact sans perte de place. Coup de coeur assuré. Une cave complète ce bien.",1 Salle d'eau,1 Salle de bain,1 Toilette,Année de construction 1905,Au 2ème étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,,,Non reference,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['90 M²']
Appartement,Paris 16ème,4 Chambres,6 Pièces,"2 995 000 €
Les honoraires sont à la charge du vendeur","Paris 16- Boissière. Dans un immeuble récent, appartement avec terrasse de plain pied avec salle à manger d'été. Double réception, 4 chambres dont 1 suite parentale avec salle de bains et dressings, 1 salle de bains et 1 salle d'eau pour les 3 autres chambres, des WC invités et une cuisine équipée dinatoire et ouverte sur la terrasse. Excellent état. Parking et double cave. 158.000 euros en sus du prix, une studette de 10,40 m² avec terrasse à usage privatif de 18 m². Honoraires de transaction TTC à la charge du vendeur. Le quartier est desservi par la ligne (M)?(6) station Boissière.",1 Salle d'eau,3 Salles de bain,1 Toilette,Année de construction 1960,Au 2ème étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,Parking,Non reference,Non reference,Balcon,Terrasse,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['185 M²']
Duplex,Paris 16ème,3 Chambres,4 Pièces,"3 570 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 5% du prix du bien hors honoraires
Prix du bien hors honoraires : 3 400 000 €","75116 Paris proche de l'Etoile-Foch. '1809 immobilier parisien'vous propose à la vente. Un superbe appartement en Duplex avec terrasse et balcons d'une surface de 223 m² loi carrez situé aux derniers étages, 6ème et 7ème d'un bel immeuble Haussmannien avec ascenseur. Comprenant au 6ème étage: Un hall d'entrée avec dressing desservant une pièce à vivre avec cheminée et terrasse de 15,55 m², une belle salle à manger, une grande cuisine avec coin buanderie, avec un accès à l'escalier de service, une grande chambre avec dressing, Une autre belle chambre avec dressing, une salle de bain avec douche et baignoire, un toilette indépendant. Accès par un escalier suspendu au 7ème étage comprenant: Un espace bureau, un couloir desservant une grande suite parentale de 38 m² lumineuse avec sa salle de bain avec douche et baignoire et nombreux dressings, un grand balcon Filant. Accès par l'escalier de service avec ascenseur d'une chambre de service au 7ème étage d'une surface de 9,10 m² loi avec séjour/ kitchenette, salle d'eau et WC. Une cave au premier sous-sol. Appartement entièrement rénové offrant de belles prestations avec des matériaux nobles, de belles hauteurs sous plafond, climatisation. Gardien d'immeuble. Honoraire inclus dans le prix de vente de 5% TTC à la charge de l'acquéreur. Mandat de vente N°0139.1809 Immobilier Parisien est à votre service pour toutes demandes de conseils, estimations, achats et ventes à Paris rive gauche & rive droite et sa région.",1 Salle d'eau,2 Salles de bain,2 Toilettes,Année de construction 1927,Au 6ème étage,Bâtiment de 2 étages,Ascenseur,Belle vue,Cave,,Non reference,Non reference,Non reference,Terrasse,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['223 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"1 490 000 €
Les honoraires sont à la charge du vendeur","Paris 16e - VILLAGE D'AUTEUIL. Emplacement privilégié à proximité de la rue d'Auteuil et de l'ensemble de ses commerces, transports et écoles réputées. Situé au cinquième étage avec ascenseur, cet appartement de cinq pièces d'une superficie de 105,69m² loi Carrez orienté sud/est dispose d'un parking. Il se compose d'un grand double living, d'une cuisine aménagée et équipée, de trois chambres, d'une salle de bains, d'une salle d'eau et de toilettes séparées. Nombreux placards. Une cave au sous-sol et un parking complètent ce bien.",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1957,Au 5ème étage,Bâtiment de 8 étages,Ascenseur,Non reference,Cave,Parking,Non reference,Non reference,,Non reference,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['106 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"1 386 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 5% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 320 000 €","Paris 16 - EXCLUSIVITÉ - Auteuil-Jasmin - Au 2ème étage d'un immeuble semi-récent, cet appartement traversant de 112 m² est composé d'une entrée, un double séjour donnant sur un balcon de 7,40 m² (exposition sud-ouest), une salle à manger (4ème chambre possible), une cuisine indépendante, 3 chambres, 1 salle de bains, 1 salle d'eau, WC séparés, buanderie. Nombreux rangements. Des travaux de rénovation sont à prévoir. Une cave complète ce bien. Possibilité de parking en sus du prix. Nombre de lots NC. Charges annuelles 6.000 euros. Honoraires d'agence inclus.",1 Salle d'eau,1 Salle de bain,Toilette séparée,Non reference,Au 2ème étage,Bâtiment de 8 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['112 M²']
Appartement,Paris 16ème,4 Chambres,6 Pièces,"2 984 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - Trocadéro - appartement 4 chambres avec terrasse Paris 16. Situé au 2ème étage d'une résidence récente, cet appartement à la fois familial et de réception possède une terrasse semi-couverte de 78 m². Il se compose d'un séjour de 67 m² donnant sur un balcon filant, d'une grande cuisine dînatoire ouvrant sur une terrasse de plain pied semi-couverte et arborée, d'une suite parentale avec sa salle de douche et de 3 chambres avec une salle de douche et une salle de bains. Une cave et un emplacement de parking dans l'immeuble complètent ce bien. Une chambre de service est proposée en plus du prix.",2 Salles d'eau,1 Salle de bain,2 Toilettes,Année de construction 1960,Au 2ème étage,Bâtiment de 9 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,Balcon,Terrasse,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['184 M²']
Appartement,Paris 16ème,1 Chambre,2 Pièces,"950 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4% du prix du bien hors honoraires
Prix du bien hors honoraires : 913 462 €","Immeuble récent de standing des années 1960 dans une résidence sécurisée avec gardienne, entre la place Dauphine et l'avenue Henri-Martin, vaste deux pièces de 59m² entièrement refait, clair et calme, au 4ème étage. Pièce principale avec cuisine ouverte équipée, chambre spacieuse, grande salle d'eau. Idéal investissement locatif ou pied à terre.",1 Salle d'eau,1 Salle de bain,1 Toilette,Année de construction 1960,Au 4ème étage,Bâtiment de 11 étages,Ascenseur,Belle vue,Cave de 9 m²,,Non reference,Non reference,,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['58 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"2 600 000 €
Les honoraires sont à la charge du vendeur","A proximité immédiate de l'avenue Victor Hugo et de ses commerces, en étage élevé d'un bel immeuble ancien, cet appartement en parfait état et aux prestations soignées se compose d'une belle galerie d'entrée, d'un large séjour lumineux, d'une grande cuisine dinatoire et de trois chambres chacune avec sa salle de bains. Ensoleillé. Plan compact. Parfait état. En annexe: une cave. Dossier sur demande. Copropriété de 14 lots (Pas de procédure en cours). Charges annuelles: 5000.00 euros.",3 Salles d'eau,1 Salle de bain,3 Toilettes,Année de construction 1900,Au 5ème étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['165 M²']
