bd_style,bd_localisation,bd_nb_chambre,bd_nb_piece,bd_prix,bd_paragraphe,bd_salle_d_eau,bd_salle_de_bain,bd_toilette,bd_annee,bd_etage,bd_hauteur,bd_ascenseur,bd_vue,bd_cave,bd_parking,bd_chemine,bd_exposition,bd_balcon,bd_terrasse,bd_gardien,bd_travaux,bd_neuf,bd_parquet,bd_cuisine,bd_vis_a_vis,bd_jardin,bd_piscine,bd_taille
Appartement,Paris 16ème,4 Chambres,6 Pièces,"3 090 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3% du prix du bien hors honoraires
Prix du bien hors honoraires : 3 000 000 €","Très bel Immeuble haussmannien de grand standing doté d'un balcon filant et bénéficiant d'une vue entièrement dégagée sur la place d'Iéna, sans aucun vis-à-vis. Appartement à la fois familial et de réception au plan compact, hauteur sous plafond de 3m10. Entrée, double réception, cuisine dînatoire, 4 chambres, salle de bains, salle de douches, 3 toilettes. Cave.",1 Salle d'eau,1 Salle de bain,3 Toilettes,Année de construction 1900,Au 5ème étage,Bâtiment de 6 étages,Ascenseur,Belle vue,Non reference,Non reference,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['177 M²']
Appartement,Paris 16ème,4 Chambres,8 Pièces,"7 280 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4% du prix du bien hors honoraires
Prix du bien hors honoraires : 7 000 000 €","Avenue Foch / Exceptionnel et unique Penthouse de 321m² au dernier étage avec terrasse de 100m². Avenue Foch. Cet appartement, entièrement à restructurer est situé au dernier étage d'un immeuble de grand standing, sécurisé 24/24 avec salle de sport, sauna, restaurant.. Il est baigné de soleil et bénéficie de vues à couper le souffle sur l'ensemble de la capitale. Une grande galerie d'entrée, 2 suites complètes, un séjour traversant de plus de 180m² et une immense cuisine dinatoire. Le tout ouvrant sur des balcons. Accessible par un escalier intérieur: Une terrasse plein ciel de plus de 100m². Cet appartement est à rénover entièrement et il sera aisé de créer 4 belles chambres tout en conservant de magnifiques espaces de réceptions. Une cave, un double box complètent l'ensemble. Unique à proximité de la Place de l'Etoile ! Le groupe District se compose de 5 agences idéalement situées dans les quartiers les plus prestigieux de Paris: l'Île Saint Louis, Saint Germain des Prés, le Champ de mars, le Triangle d'Or du 8ème et le Parc Monceau. Depuis 1997, nous vous proposons un éventail de biens sélectionnés et valorisés avec le plus grand soin ainsi qu'une offre de services haut de gamme (vente, achat, location, gestion).",Non reference,Non reference,Non reference,Non reference,Au 9ème étage,Bâtiment de 9 étages,Ascenseur,Belle vue,Cave,,Non reference,Non reference,,Terrasse,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['322 M²']
Appartement,Paris 16ème,3 Chambres,6 Pièces,"2 610 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - Avenue FOCH Proche Arc de Triomphe, dans un immeuble récent de très grand standing gardienné 24/24, appartement exceptionnel de réception composé d'une triple réception avec boiseries en chêne, deux suites complètes avec climatisation, trois chambres possibles, cuisine équipée dinatoire, un coin buanderie, une véranda sur jardin, grande cave aménagée, double box possible dans l'immeuble. Très belles prestations, appartement entouré de verdure. Professions libérales possibles.",Non reference,2 Salles de bain,Non reference,Année de construction 1969,Au 1er étage,Non reference,Ascenseur,Belle vue,Cave,,Non reference,Non reference,,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['202 M²']
Appartement,Paris 16ème,4 Chambres,7 Pièces,"4 700 000 €
Les honoraires sont à la charge du vendeur","EXCLUSIVITÉ: sur une des avenues les plus chics du 16ème arrondissement, à quelques mètres de La Muette, au 4ème étage d'un immeuble récent de très bon standing, appartement contemporain de prestige avec terrasse donnant sur le jardin du Ranelagh et la Tour Eiffel. Ce bien est composé d'une belle entrée, d'un salon de 60m² avec de grandes baies vitrées donnant de plain-pied sur une terrasse de plus de 20m² sans vis à vis sur le Ranelagh, d'une salle à manger avec cuisine américaine Boffi, d'un bureau, de 4 grandes chambres dont une suite parentale toutes pourvues d'un balcon filant avec vue sur des jardins, de 3 salles de bain, 2 WC séparés et une buanderie. Orientation idéale: est-ouest. Un studio de 20m², deux places de parking et une cave complètent ce bien d'exception.",Non reference,3 Salles de bain,3 Toilettes,Non reference,Au 4ème étage,Bâtiment de 8 étages,Ascenseur,Belle vue,Non reference,,Non reference,Non reference,Balcon,Terrasse,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['250 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"2 850 000 €
Les honoraires sont à la charge du vendeur","Paris XVIe - Avenue Marceau à deux pas du Triangle d'Or Élégant appartement situé au troisième étage d'un bel immeuble en pierre de taille, se composant comme suit: une entrée ouvrant sur un séjour, une cuisine dînatoire, une salle à manger, deux chambres avec leur propre salle de bains ainsi qu'une suite parentale avec son dressing et sa salle de bains. Climatisation. Une cave complète ce bien.",Non reference,Non reference,Non reference,Année de construction 1880,Au 4ème étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,,,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['163 M²']
Appartement,Paris 16ème,1 Chambre,4 Pièces,"2 595 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,8% du prix du bien hors honoraires
Prix du bien hors honoraires : 2 500 000 €","Dans le quartier Victor Hugo / Raymond Poincaré, Moriss Immobilier vous propose dans un très bel immeuble haussmannien, au 3ème étage avec ascenseur un appartement d'une surface de 177 m² loi carrez. Il offre une galerie d'entrée ouvrant une grande réception composé d'un grand double séjour avec petit balcon, et d'une cuisine américaine entièrement équipée. Dans l'espace privatif, une suite parentale avec une salle de bains et balcon, dans la deuxième suite parentale, une salle d'eau et toilettes. Cet appartement en parfait état entièrement pensé par architecte, bénéficie d'un très bon plan. Un bien avec charme de l'ancien et lumineux. Exclusivité Moriss Immobilier.",Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Ascenseur,Non reference,Cave,,Non reference,Non reference,Balcon,,Non reference,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['177 M²']
Appartement,Paris 16ème,5 Chambres,8 Pièces,"3 490 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Avenue Foch, dans un immeuble de grand standing en pierre de taille, exceptionnel appartement de 300 m² comprenant une galerie d'entrée, deux salons, une salle à manger, quatre belles chambres (5 possibles), une cuisine, un office, 2 salles de bains avec WC, 2 salles de douches, 2 WC indépendants, une cave, un box et deux parkings. Jouissance exclusive des 142 m² de jardins.(vendu occupé par un locataire de 84 ans).",Non reference,2 Salles de bain,2 Toilettes,Non reference,Non reference,Bâtiment de 5 étages,Non reference,Non reference,Cave,Parking,Non reference,Non reference,,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['303 M²']
Appartement,Paris 16ème,1 Chambre,2 Pièces,"832 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 4% du prix du bien hors honoraires
Prix du bien hors honoraires : 800 000 €","Paris XVIe - Auteuil - Dernier étage - Terrasse avec vue sur la Tour Eiffel Au coeur du Village d'Auteuil, au septième et dernier étage d'un immeuble de très bon standing datant de 2006, appartement de deux pièces de 50 m² environ avec un balcon terrasse. L'appartement se compose ainsi: entrée, séjour d'angle avec terrasse, au calme et surplombant les jardins de la copropriété, cuisine ouvrant sur le séjour, chambre avec salle d'eau attenante, et placards. Cet appartement récemment rénové offre de belles prestations. Vue dégagée sans vis-à-vis, exposition sud-est et vue sur la Tour Eiffel font de ce bien un appartement'coup de coeur'. Une cave complète ce bien idéalement situé. Possibilité d'obtenir une place de parking dans l'immeuble (+ 52 000 euros).",Non reference,1 Salle de bain,Toilette séparée,Année de construction 2006,Au 7ème étage,Bâtiment de 7 étages,Ascenseur,Belle vue,Non reference,,Non reference,Non reference,Balcon,Terrasse,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['50 M²']
Appartement,Paris 16ème,3 Chambres,6 Pièces,"2 310 000 €
Les honoraires sont à la charge du vendeur","FOCH/MALAKOFF CATHERINE PIGUET vous propose a deux pas de la coulée verte de l'avenue Foch, dans un immeuble en pierre de taille de très grand standing construit en 1892, un magnifique appartement de 6 pièces, son plan est plus que parfait, aucune restructuration n'est à envisager, il est cependant entièrement à refaire, les volumes sont superbes 3M60 de hauteur sous plafond, parquet moulures, cheminée, il a gardé toute son authenticité, ce qui est rare. EXERCICE D'UNE PROFESSION LIBÉRALE POSSIBLE Honoraires à la charge du vendeur. VOTRE CONTACT: FOCH/MALAKOFF CATHERINE PIGUET offers you this wonderful 6-room apartment, just a few steps from Foch Avenue's green alley, in an outstanding stone building built in 1892, with a perfect layout, superb volumes, 3M60 high ceiling, hardwood parquet floors, moldings, and working fireplaces. It has kept all its authenticity, a rare property. EXERCISE OF A LIBÉRAL PROFESSION POSSIBLE Fées paid by seller. YOUR CONTACT.",1 Salle d'eau,2 Salles de bain,3 Toilettes,Année de construction 1862,Au 1er étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['210 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"5 150 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,73% du prix du bien hors honoraires
Prix du bien hors honoraires : 4 965 000 €","À une adresse prestigieuse du 16e arrondissement, surplombant les jardins du Ranelagh du septième étage d'un immeuble de grand standing, superbe appartement de 217,70m² loi Carrez avec terrasse et balcons de plain-pied. L'entrée dessert un grand double séjour et une salle à manger avec de grandes baies vitrées et accès à la terrasse, disposant de vues panoramiques sur le Ranelagh et la Tour Eiffel. Ces pièces de vie jouissent de beaux volumes, de boiseries et d'une cheminée d'époque. Grande cuisine dînatoire équipée. Trois chambres, deux salles de bains dont une belle master avec balcon et vue sur l'avenue. Toilettes d'invités. Très bon état, climatisation, très calme et lumineux. Immeuble élégant et sécurisé, avec gardien, trois ascenseurs et jardin. L'offre inclut une cave, un emplacement de parking et une chambre de service. Appartement rare et très recherché dans un environnement privilégié. EXCLUSIVITÉ. Cet appartement a déjà fait l'objet d'une offre acceptée. Recevez nos biens en avant-première en vous inscrivant à notre alerte mail.",1 Salle d'eau,2 Salles de bain,4 Toilettes,Année de construction 1965,Au 7ème étage,Bâtiment de 8 étages,Ascenseur,Non reference,Non reference,Parking,Non reference,Non reference,Balcon,Terrasse,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['218 M²']
Appartement,Paris 16ème,5 Chambres,8 Pièces,"5 950 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - MARÉCHAL FAYOLLE / BOIS DE Boulogne - Appartement d'exception 380 m² - Rénové par architecte - Beaux volumes - hauteur sous plafond 4m - Vue dégagée - Parking - 4 Suites. EXCLUSIVITÉ. Magnifique appartement de 380,8 m² aux volumes exceptionnels et entièrement rénové, situé à l'étage noble d'un bel hôtel particulier de grand standing, avec ascenseur et gardienne. L'appartement comprend: une galerie d'entrée, une grande réception, un salon, une salle à manger, une cuisine dînatoire, une suite parentale avec sa salle de bains et son dressing, 3 autres suites avec chacune sa salle de douche et son dressing, une buanderie, une chambre de service. Refait à neuf par architecte, en gardant les éléments d'époque: parquet Versailles, belles boiseries, moulures et cheminées. Très clair, très beaux volumes avec hauteur sous plafond de 4m et vue dégagée sur le bois de Boulogne. Sublimes parties communes. Un box et une cave complètent ce bien rare. Copropriété de 10 lots (Pas de procédure en cours). Charges annuelles: 21600.00 euros.",Non reference,5 Salles de bain,5 Toilettes,Non reference,Au 1er étage,Bâtiment de 4 étages,Ascenseur,Belle vue,Non reference,Parking,Non reference,Non reference,Balcon,,Gardien,Non reference,Non reference,Parquet,Non reference,Non reference,Non reference,Non reference,['381 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"2 150 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - Marbeau - Appartement familial - Vue dégagée Au 2ème étage d'un bel immeuble haussmannien, appartement de 163 m² bénéficiant de très beaux volumes (3,68 m de hauteur sous plafond) et d'une vue dégagée sur l'Ouest Parisien. Il se compose d'une galerie d'entrée, d'un salon, d'une salle à manger, d'une cuisine dînatoire, d'une chambre parentale avec salle de bains, et de deux autres grandes chambres avec une salle de douche. Une grande double cave complète ce bien.",1 Salle d'eau,1 Salle de bain,1 Toilette,Année de construction 1900,Au 2ème étage,Bâtiment de 6 étages,Ascenseur,Belle vue,Cave,,Non reference,Non reference,,,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['163 M²']
Appartement,Paris 16ème,4 Chambres,6 Pièces,"2 855 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - Passy- Appartement familial - 4 chambres Paris 16ème - Passy - Au 3ème étage d'un immeuble haussmannien de standing avec gardien, appartement de 232 m² avec une belle hauteur sous plafond de 3,51 m. Il se compose d'une galerie d'entrée, d'un salon, d'une salle à manger, d'une cuisine séparée, d'une buanderie, d'un dressing, d'un cagibi, de quatre chambres, d'une salle de bains, d'une salle d'eau et de deux toilettes invités. Une cave, un débarras et deux chambres de service de 12,61 m² et 9,22 m² au 6ème étage complètent ce bien.",Non reference,Non reference,Non reference,Année de construction 1900,Au 3ème étage,Bâtiment de 6 étages,Ascenseur,Non reference,Cave,,Non reference,Non reference,,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['232 M²']
Appartement,Paris 16ème,3 Chambres,4 Pièces,"1 195 000 €
Prix du bien hors honoraires : 1 150 150 €","ASSOMPTION. Au sein d'un immeuble très bien entretenu, nous vous proposons ce très joli 4 pièces d'environ 100 m². Il se compose d'une entrée, un salon/salle à manger/cuisine américaine de 35 m², un dressing, une buanderie avec WC, une salle de bains avec WC, une salle d'eau, 3 chambres, du rangement, et une cave en sous-sol.. PLAN IDÉAL / TRÈS BON ÉTAT / 3 CHAMBRES 1195000 euros (1150150 euros Hors Honoraires) - Honoraires: 3.9 % TTC à la charge de l'acquéreur inclus.",1 Salle d'eau,2 Salles de bain,1 Toilette,Non reference,Au 2ème étage,Non reference,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,,,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['100 M²']
Appartement,Paris 16ème,3 Chambres,5 Pièces,"3 090 000 €
Les honoraires sont à la charge du vendeur","Paris XVIe - Rue de Lübeck Idéalement situé, entre la place d'Iéna et le Trocadéro, dans un immeuble haussmannien de prestige, l'appartement, luxueusement rénové, se compose d'une galerie d'entrée, d'un double séjour bénéficiant de 3,80 mètres de hauteur sous plafond, d'une cuisine dînatoire, d'une suite de maître avec dressing et salle de bains, d'une chambre avec dressing et salle de douche, et d'une troisième chambre ou bureau. L'appartement, entièrement climatisé, peut être vendu meublé. Une cave vient compléter ce bien d'exception.",1 Salle d'eau,1 Salle de bain,3 Toilettes,Année de construction 1900,Au 1er étage,Bâtiment de 5 étages,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,,,Gardien,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,['210 M²']
Appartement,3 Chambres,4 Pièces,"1 398 500 €
Honoraires TTC inclus à la charge de l’acquéreur : 2,04% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 370 530 €","Equinimo, une gestion complète de la vente et un expert terrain dédié, vous propose cet appartement 4 pièces de 112m², lumineux et traversant (sud-ouest/nord-est) dans la résidence Montmorency, situé rue du Docteur Blanche à 250m du métro Jasmin. L'appartement calme et sans vis à vis est au 7ème étage avec ascenseur. Il se compose d'une entrée, d'un séjour de 32m² exposé ouest avec balcon de 7m², de trois chambres de 10m², 14m² et 20m² (dont l'une avec balcon de 7m²), d'une cuisine indépendante, d'une salle de bains, d'un dressing et d'un WC indépendant. Il bénéficie de nombreux rangements et de fenêtres en double vitrage. Une cave complète ce bien. Les charges, d'environ 933 euros par mois, incluent notamment le chauffage, l'eau chaude et froide, les gardiens, l'ascenseur et l'entretien des parties communes et des espaces verts. Le prix de vente est 1 398 500 euros incluant 27 422 euros d'honoraires d'agence (soit 1 371 078 euros hors honoraires d'agence et 2% d'honoraires à la charge de l'acquéreur).",1 Salle d'eau,1 Salle de bain,1 Toilette,Non reference,Au 7ème étage,Non reference,Balcon,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Non reference,Paris 16ème,Non reference,,Non reference,Non reference,['112 M²'],Non reference,Non reference,Non reference,Non reference
Duplex,5 Chambres,8 Pièces,"4 500 000 €
Les honoraires sont à la charge du vendeur","Proximité avenues Foch & La Grande Armée - Grand duplex familial 5 chambres et parking Situé à proximité de l'avenue Foch, dans un immeuble construit en 1927, grand duplex familial de 347m² situé aux deux derniers étages (6ème et 7ème étage) par ascenseur. Il comprend Au 6ème étage: - Un hall d'entrée - Un salon - Une salle à manger - Une grande cuisine - Une grande suite de maître de 51m² - Des WC invités Un grand et bel escalier en pierre conduit à l'étage supérieur où se trouvent: - Un deuxième salon avec de belles boiseries et ouvrant sur un balcon de 7m² - 3 chambres avec 2 salles de douche et une salle de bains - 1 grand bureau de 30m² pouvant être converti en 1 ou 2 chambres supplémentaires. 1 chambre de service au 7e étage. Au sous-sol: 2 caves 1 parking 2 cheminées à gaz dans les réceptions Chauffage collectif Concierge dans l'immeuble Idéalement situé à proximité de la place de l'Etoile et de la porte Maillot cet appartement est à côté des commerces de la rue Duret et du Palais des Congrès. La commodité du parking et la proximité des axes routiers comme le périphérique et l'A14 permettent de s'échapper facilement de la capitale. Le métro est à proximité ainsi que le RER et les bus Air France à la porte Maillot. Le bois de Boulogne est à 500 mètres. Proximité de deux écoles internationales bilingues: Concordia et EIB.",Non reference,5 Salles de bain,5 Toilettes,Non reference,Au 6ème étage,Ascenseur,Balcon,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 2 étages,Non reference,Paris 16ème,Non reference,Parking,Non reference,Non reference,['348 M²'],,Non reference,Non reference,Non reference
Appartement,4 Chambres,5 Pièces,"1 690 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,68% du prix du bien hors honoraires
Prix du bien hors honoraires : 1 630 000 €","Entre la rue Pergolèse et l'avenue Malakoff, dans un immeuble des années 50, dans une jolie rue calme, appartement de 153 m² offrant des vues dégagées sur une vaste cour arborée et des hôtels particuliers. Cet appartement au premier étage au plan modulable comprend un belle pièce de réception et deux chambres sur rue, deux grandes chambres sur cour, une cuisine, deux salles de bains. Distribution agréable et double exposition est-ouest. Deux caves dont 3.68 % honoraires TTC à la charge de l'acquéreur.",Non reference,2 Salles de bain,Non reference,Année de construction 1953,Au 1er étage,Ascenseur,,Cave,Non reference,Non reference,Non reference,Gardien,Non reference,Non reference,Paris 16ème,Non reference,,Non reference,Non reference,['152 M²'],,Non reference,Non reference,Non reference
Appartement,5 Chambres,7 Pièces,"7 300 000 €
Les honoraires sont à la charge du vendeur","Paris XVIe - Avenue Foch En étage élevé, grand appartement de réception lumineux comprenant: séjour double avec 3 grandes portes fenêtres donnant sur un large balcon, vaste salle à manger, chambre de maître avec salle de bains et dressing, 4 chambres avec salles de bains, office et très grande cuisine.",Non reference,Non reference,Non reference,Année de construction 1900,Au 4ème étage,Ascenseur,,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 5 étages,Non reference,Paris 16ème,Non reference,Non reference,Non reference,Non reference,['420 M²'],,Non reference,Non reference,Belle vue
Appartement,3 Chambres,6 Pièces,"5 600 000 €
Les honoraires sont à la charge du vendeur","Muette Nord, Dernier étage un appartement de 200m² desservie par ascenseur s'ouvrant sur une partie jour: un salon avec cheminée, une salle-à-manger, un salon-TV et une cuisine dinatoire. En partie nuit, une master bebroom avec une salle-de-bain et un dressing, et une 2ème chambre en suite. Une terrasse de plain pied de 65m². Un escalier mène au rooftop aménagé de 215m² avec un salon et un jacuzzi avec une vue à 360 +. Un double boxe et une cave en sous-sol. Honoraires à la charge du vendeur.",Non reference,2 Salles de bain,1 Toilette,Année de construction 1973,Au 8ème étage,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 8 étages,Non reference,Paris 16ème,Non reference,Parking,Non reference,Non reference,['200 M²'],Terrasse,Non reference,Non reference,Belle vue
Appartement,3 Chambres,5 Pièces,"3 580 000 €
Les honoraires sont à la charge du vendeur","Paris 16 - Foch - appartement de réception - 3 chambres Paris 16 - Avenue Foch - Bel appartement de 222m² au 2ème étage d'un immeuble datant de 1900. Il comprend une entrée, un grand salon / salle à manger, une cuisine indépendante, une chambre parentale avec dressing et salle de bains, une seconde chambre avec sa salle de douche, une 3ème chambre et une buanderie (salle d'eau possible). 2 chambres de service d'environ 8m² chacune + un débarras complètent ce bien ainsi que 2 caves. Possibilité de se garer dans l'immeuble.",1 Salle d'eau,1 Salle de bain,Non reference,Année de construction 1900,Au 2ème étage,Non reference,,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 4 étages,Non reference,Paris 16ème,Non reference,Non reference,Non reference,Non reference,['222 M²'],,Non reference,Non reference,Belle vue
Appartement,3 Chambres,4 Pièces,"1 690 000 €
Les honoraires sont à la charge du vendeur","Paris XVIe - Chaillot- Idéal pied-à-terre Au 5e étage d'un bel immeuble en pierre de taille, appartement de 96 m² très récemment refait. Disposant d'une grande partie réception avec une jolie cuisine dînatoire et offrant de jolies vues, l'appartement, exposé sud et très lumineux, propose également 3 chambres en suite avec leurs salles de douche. C'est un parfait pied-à-terre, au coeur du quartier de Chaillot. Une cave et des places de parking en location dans l'immeuble mitoyen.",Non reference,Non reference,Non reference,Année de construction 1890,Au 5ème étage,Ascenseur,,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,Non reference,Non reference,Non reference,['96 M²'],,Non reference,Non reference,Non reference
Appartement,3 Chambres,6 Pièces,"4 200 000 €
Les honoraires sont à la charge du vendeur","Paris 16ème - Hoche / Dauphine - Dans un Immeuble de prestige en pierre de taille de 1904 au 3ème étage avec ascenseur, un appartement meublé de standing entièrement refait à neuf avec des matériaux de grand luxe et climatisation et balcon filant. L'appartement est composé d'une galerie d'entrée, un double séjour donnant sur balcon avec vue dégagée, une salle à manger ouverte sur une cuisine dînatoire équipée d'un îlot central. Suite parentale avec une salle de bains/douche et grand dressing. Deux chambres avec chacune sa salle de douche et WC. Nombreux rangements, cheminées, vue dégagée sans vis-à-vis et lumineux. Une place de parking et une double cave complètent ce bien. DPE en cours.",2 Salles d'eau,1 Salle de bain,3 Toilettes,Année de construction 1904,Au 3ème étage,Ascenseur,Balcon,Non reference,Non reference,Non reference,Non reference,Gardien,Bâtiment de 7 étages,Non reference,Paris 16ème,Non reference,Parking,Parquet,Non reference,['250 M²'],Non reference,Non reference,Non reference,Belle vue
Appartement,2 Chambres,4 Pièces,"Dans un immeuble moderne des années 80, entre la Place des États Unis et l'Avenue Iéna, appartement de 80 m², au 4ème étage avec ascenseur, réception et deux chambres sur un balcon, terrasse de plain pied de 36 m² donnant sur un jardin arboré plein sud.Cave et un emplacement de parking au 1er sous-sol en sus: 60.000 € Possibilité d acquérir un studio au premier étage de 17 m²: 252.000 €.","Dans un immeuble moderne des années 80, entre la Place des États Unis et l'Avenue Iéna, appartement de 80 m², au 4ème étage avec ascenseur, réception et deux chambres sur un balcon, terrasse de plain pied de 36 m² donnant sur un jardin arboré plein sud.Cave et un emplacement de parking au 1er sous-sol en sus: 60.000 € Possibilité d acquérir un studio au premier étage de 17 m²: 252.000 €.",Non reference,Non reference,Non reference,Non reference,Au 4ème étage,Ascenseur,Balcon,Cave,Non reference,Non reference,Non reference,Non reference,Bâtiment de 7 étages,Non reference,Paris 16ème,Non reference,Parking,Non reference,Non reference,['80 M²'],Terrasse,Non reference,Non reference,Non reference
Appartement,1 Chambre,2 Pièces,"1 290 000 €
Les honoraires sont à la charge du vendeur","Avenue Foch Au coeur de l'avenue Foch dans un immeuble de standing, au deuxième étage avec une vue dégagée, appartement climatisé et entièrement rénové dans un style contemporain. Ce bien se compose d'une entrée, un grand séjour lumineux, une cuisine semi ouverte, une chambre avec dressing, hammam et douche ainsi qu'un WC invité. Gardien dans l'immeuble.",1 Salle d'eau,Non reference,Non reference,Année de construction 1941,Au 2ème étage,Ascenseur,Non reference,Non reference,Non reference,Non reference,Non reference,Gardien,Bâtiment de 8 étages,Non reference,Paris 16ème,Non reference,Non reference,Non reference,Non reference,['82 M²'],,Non reference,Non reference,Belle vue
Appartement,3 Chambres,5 Pièces,"2 100 000 €
Les honoraires sont à la charge du vendeur","FOCH / MALAKOFF Avenue de Malakoff. Au 5ème étage avec ascenseur d'un immeuble Art Déco de grand standing, magnifique appartement de 146 m² refait à neuf composé d'une galerie d'entrée, d'un double séjour avec balcon filant, d'une cuisine ouverte, de trois chambres, d'une salle de bains, d'une salle de douches et de deux WC séparés. Beaux volumes et vue dégagée. Une cave complète ce bien. Sectorisation scolaire Janson de Sailly. Consultants Immobilier aujourd'hui reconnu comme le leader de l'immobilier haut de gamme depuis 25 ans sur l'ouest parisien grâce à son réseau unique de 14 agences et 70 collaborateurs rassemblés sous le célèbre logo bleu marine. Consultants Immobilier, c'est le luxe en toute simplicité..",1 Salle d'eau,1 Salle de bain,2 Toilettes,Année de construction 1934,Au 5ème étage,Ascenseur,Balcon,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 7 étages,Non reference,Paris 16ème,Non reference,Non reference,Non reference,Non reference,['146 M²'],Non reference,Non reference,Non reference,Belle vue
Appartement,1 Chambre,2 Pièces,"998 000 €
Honoraires TTC inclus à la charge de l’acquéreur : 3,96% du prix du bien hors honoraires
Prix du bien hors honoraires : 960 000 €",Paris 16ème ave victor hugo /étoile immeuble de standing appartement situe au 4ème étage avec ascenseur sur avenue et jardin comprenant une entrée- un double séjour avec cuisine ouverte et équipée- une chambre sur jardin - une salle de bain et douche -un WC individuel - un balcon -une cave- placard bon état exposition sud et ouest pour la chambre sur jardin.,Non reference,1 Salle de bain,1 Toilette,Non reference,Au 4ème étage,Ascenseur,Balcon,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 8 étages,Non reference,Paris 16ème,Non reference,Non reference,Parquet,Non reference,['73 M²'],,Non reference,Non reference,Non reference
Appartement,3 Chambres,6 Pièces,"3 900 000 €
Les honoraires sont à la charge du vendeur","Paris XVIe - Avenue Georges Mandel - Jardin Avenue Georges Mandel, dans un immeuble haussmannien de prestige, en rez-de-jardin, l'appartement, organisé comme une maison, est composé d'une entrée, d'une double réception bénéficiant de 4 mètres de hauteur sous plafond, ouvrant sur un jardin de 100 m² environ, d'une salle à manger, d'une grande cuisine dînatoire, d'une suite de maître avec salle de bains, dressing Madame et dressing Monsieur. Au 1er étage, se trouvent deux chambres et une salle de bains. En sous-sol, accessibles directement par l'appartement, une lingerie, un double parking et une cave viennent compléter ce bien d'exception entièrement refait à neuf dans des matériaux de qualité. A proximité des commerces et des écoles, ce bien est idéal pour une famille.",Non reference,2 Salles de bain,3 Toilettes,Année de construction 1900,Au moins 1 toilette séparée,Ascenseur,Non reference,Cave,Non reference,Non reference,Non reference,Gardien,Bâtiment de 6 étages,Non reference,Paris 16ème,Non reference,Parking,Non reference,Non reference,['240 M²'],,Non reference,Non reference,Belle vue
