,sl_prix,sl_style,sl_localisation,sl_cuisine,sl_exposition,sl_vue,sl_ascenseur,sl_neuf,sl_cave,sl_annee,sl_balcon,sl_parquet,sl_gardien,sl_nb_chambre,sl_taille,sl_salle_d_eau,sl_salle_de_bain,sl_toilette,sl_etage,sl_hauteur,sl_parking,sl_terrasse,sl_nb_piece
113,2970000.0,0,0,1,0,0,1,0,1,0,0,0,1,3,226,2,2,4,6,7,1,1,5
114,980000.0,0,0,0,0,0,1,0,0,0,0,1,1,2,87,1,1,1,4,9,1,1,3
115,360000.0,0,0,0,0,0,1,0,0,0,0,1,1,1,32,1,1,1,1,7,1,1,1
116,790000.0,0,0,0,0,0,1,0,1,0,0,0,1,1,63,1,1,1,2,6,1,1,2
117,2300000.0,0,0,0,0,0,1,0,0,0,0,1,1,4,266,1,2,2,2,6,1,1,6
118,535600.0,0,0,0,0,0,1,0,1,0,1,1,1,1,43,1,1,1,3,7,1,1,2
119,976000.0,0,0,0,0,0,1,0,1,0,0,1,1,2,85,1,1,1,6,8,1,1,4
120,2780000.0,0,0,0,0,0,0,0,0,0,0,0,1,6,225,1,2,3,2,7,1,1,9
121,2205000.0,0,0,0,0,0,1,0,0,1,0,0,1,4,156,1,2,3,3,7,1,1,6
122,1150000.0,0,0,0,0,0,1,1,0,0,0,0,1,2,96,2,2,3,3,14,1,1,4
123,3400000.0,0,0,0,0,0,1,0,1,0,0,0,0,5,288,1,2,3,3,11,1,1,7
124,1965000.0,0,0,0,0,0,1,0,1,0,0,0,1,4,169,1,1,2,5,9,1,1,5
125,1660000.0,0,0,0,0,0,1,0,1,1,0,1,1,3,140,2,1,1,1,6,1,1,5
126,510000.0,0,0,0,0,0,0,0,0,1,0,1,1,1,44,1,1,1,3,5,1,1,2
127,538000.0,0,0,0,0,0,0,1,0,0,0,0,0,1,34,1,1,1,2,5,1,1,2
128,560000.0,0,0,0,0,0,1,0,1,0,1,0,0,1,57,1,1,3,2,9,1,1,2
129,4500000.0,0,0,0,0,0,1,0,1,1,1,1,1,5,349,2,2,5,6,8,2,1,8
130,4500000.0,0,0,0,0,0,1,0,1,1,1,1,1,5,349,2,2,5,6,8,2,1,8
131,1965000.0,0,0,0,0,0,1,0,1,0,0,0,1,4,169,1,1,2,5,9,2,1,5
132,385000.0,0,0,0,0,0,0,1,0,0,0,0,1,1,28,1,1,1,4,5,2,1,2
133,550000.0,0,0,0,0,0,1,0,1,0,0,0,1,1,58,1,1,1,3,5,2,1,2
134,425000.0,0,0,0,0,0,0,0,1,0,0,0,1,1,41,1,1,1,2,6,2,1,2
135,6000000.0,0,0,0,0,0,1,0,1,0,1,1,0,4,249,1,2,4,2,5,3,1,7
136,950000.0,0,0,0,0,0,0,0,0,0,0,1,0,1,86,2,1,2,3,5,2,1,3
137,455000.0,0,0,0,0,0,0,0,0,1,0,0,0,1,44,1,1,1,5,5,2,1,2
138,1150000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,86,1,1,1,2,8,2,1,3
139,1150000.0,0,0,1,0,0,1,0,1,0,0,1,1,2,92,1,1,1,1,6,2,1,3
140,510000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,1,1,1,3,1,2,1,2
141,442000.0,0,0,0,0,0,1,0,1,1,0,0,0,1,36,1,1,1,5,6,2,1,2
142,282000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,1,1,1,8,2,1,1
143,1150000.0,0,0,0,0,0,1,0,1,0,0,0,1,2,85,1,1,1,2,8,1,1,2
144,795000.0,0,0,0,0,0,1,0,1,0,0,0,0,1,72,1,1,1,3,7,1,1,3
145,720000.0,0,0,0,0,0,1,0,0,0,0,1,1,2,68,1,1,2,7,7,1,1,4
146,575000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,1,1,1,5,6,1,1,3
147,1895000.0,0,0,1,0,0,1,0,1,0,0,1,1,3,144,2,1,3,4,6,1,1,5
148,649000.0,0,0,0,0,0,1,1,0,0,0,1,0,1,55,1,1,1,1,6,1,1,3
149,2350000.0,0,0,0,0,0,1,1,1,1,0,1,0,5,200,1,2,3,1,6,1,1,7
150,950000.0,0,0,0,0,0,1,0,0,0,1,0,0,3,45,1,1,2,7,3,1,1,2
151,485000.0,0,0,0,0,0,0,0,0,0,0,1,1,1,44,1,1,1,7,1,1,1,2
152,1350000.0,0,0,0,0,0,1,0,1,0,0,0,1,1,90,1,1,2,7,7,1,1,3
153,2100000.0,0,0,0,0,0,1,0,1,1,0,1,1,4,147,2,1,3,4,6,1,1,6
154,805000.0,0,0,0,0,0,1,1,1,0,0,0,1,2,63,1,1,1,1,7,1,1,3
155,422400.0,0,0,0,0,0,0,0,1,0,0,0,1,1,36,1,1,1,1,6,1,1,2
156,695000.0,0,0,1,0,0,1,0,1,0,1,0,0,1,50,1,1,1,2,7,1,1,3
157,1295000.0,0,0,0,1,0,1,0,1,0,1,0,1,2,96,1,1,1,5,6,1,1,4
158,165000.0,0,0,0,0,0,1,0,1,0,0,0,0,2,10,1,1,1,6,6,1,1,1
159,796000.0,0,0,0,0,0,1,0,1,0,0,0,1,3,77,1,1,1,4,7,1,1,4
160,329000.0,0,0,0,0,0,1,0,0,0,0,0,1,2,32,1,1,1,6,9,1,1,1
161,465000.0,0,0,0,0,0,1,0,1,0,0,0,1,1,45,1,1,1,1,7,1,1,2
162,525000.0,0,0,0,0,0,1,0,1,0,0,1,1,1,47,1,2,1,6,8,1,1,2
163,1365000.0,0,0,0,0,0,0,0,0,0,0,0,0,3,191,1,3,2,5,7,1,1,4
164,4900000.0,0,0,0,0,0,1,0,1,0,1,1,1,5,349,1,4,4,5,6,1,1,8
165,799000.0,0,0,0,0,0,1,0,0,0,0,0,1,1,65,1,1,1,4,9,1,1,2
166,5750000.0,0,0,0,0,0,1,1,0,0,0,1,0,6,470,1,6,1,2,7,1,1,8
167,3550000.0,0,0,0,0,0,1,0,1,1,0,1,1,2,210,1,1,2,1,5,1,1,5
168,1090000.0,0,0,0,0,0,1,0,1,0,0,1,1,2,67,1,1,2,1,6,1,1,3
169,3500000.0,0,0,0,0,0,1,0,1,0,0,1,0,4,253,2,1,2,1,6,1,1,7
170,1890000.0,0,0,0,0,0,1,0,1,0,0,1,1,4,144,1,1,1,1,6,1,1,6
171,799000.0,0,0,0,0,0,1,0,0,0,0,0,1,1,65,1,1,1,4,9,1,1,2
172,4500000.0,0,0,0,0,0,1,1,0,0,0,1,1,8,439,1,6,5,6,6,2,1,10
173,5950000.0,0,0,0,0,0,1,0,0,1,0,1,1,4,238,1,3,3,2,8,2,1,7
174,7400000.0,0,0,1,0,0,1,0,0,0,1,0,1,4,455,1,3,3,5,6,1,1,8
175,795000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,58,1,1,1,4,6,1,1,2
176,1090000.0,0,0,0,0,0,1,0,1,0,0,1,1,2,67,1,1,2,2,6,1,1,3
177,3500000.0,0,0,0,0,0,1,0,1,0,0,1,0,4,253,2,1,2,1,7,1,1,7
178,265000.0,0,0,0,1,0,1,1,0,0,0,0,1,2,15,1,1,1,8,8,1,1,1
179,549000.0,0,0,0,0,0,1,0,1,0,0,0,1,1,54,1,1,1,6,8,1,1,2
180,885000.0,0,0,0,0,0,1,0,1,0,0,1,0,3,85,1,1,1,4,6,1,1,4
181,649000.0,0,0,0,0,0,1,0,1,0,0,0,0,1,61,1,1,1,1,9,1,1,2
182,590000.0,0,0,0,0,0,0,0,0,1,0,0,0,1,41,1,1,1,4,6,1,1,2
183,150000.0,0,0,0,0,0,1,0,0,0,0,0,1,1,9,1,1,1,7,4,1,1,1
184,883000.0,0,0,0,0,0,0,0,1,0,0,0,0,1,63,1,1,1,1,3,1,1,2
185,3570000.0,0,0,1,1,0,1,1,1,0,0,0,0,3,233,1,2,2,7,7,1,1,4
186,1930000.0,0,0,0,0,0,0,0,1,0,0,1,0,4,177,3,1,4,5,6,1,1,6
187,4085000.0,0,0,0,0,0,1,1,1,0,0,1,1,4,312,3,1,4,3,7,1,1,7
188,1920000.0,0,0,0,0,0,1,0,1,0,0,0,1,4,155,2,2,2,1,6,1,1,6
189,540000.0,0,0,0,0,0,1,0,1,1,0,0,1,4,32,1,1,1,6,5,1,1,1
190,380000.0,0,0,0,0,0,0,0,0,1,0,1,0,5,27,1,1,1,2,4,1,1,1
191,168000.0,0,0,0,0,0,1,0,0,0,0,0,1,5,12,1,1,1,3,8,1,1,1
192,4480000.0,0,0,0,0,0,1,0,1,0,0,1,1,6,245,1,1,2,4,7,1,1,7
193,2500000.0,0,0,1,0,0,1,1,1,0,0,1,1,3,196,1,1,3,1,6,1,1,6
194,499000.0,0,0,0,0,0,1,0,1,1,0,1,0,1,36,1,1,2,2,5,1,1,2
195,540000.0,0,0,0,0,0,1,0,1,1,0,0,1,1,32,1,1,1,6,5,1,1,1
196,610000.0,0,0,0,0,0,1,0,1,0,1,0,1,1,60,1,1,1,7,5,1,1,2
197,1020000.0,0,0,0,0,0,1,0,1,0,0,0,0,2,68,1,1,1,3,6,1,1,3
198,752600.0,0,0,0,1,0,1,0,1,0,0,0,0,2,70,1,1,1,6,6,1,1,3
199,390000.0,0,0,0,1,0,1,0,0,0,0,0,0,1,34,1,1,1,5,5,1,1,2
200,409000.0,0,0,0,0,0,1,0,1,0,0,0,1,1,35,1,1,1,6,8,1,1,1
201,600000.0,0,0,0,0,0,1,0,1,0,1,0,1,2,55,1,1,1,4,10,1,1,3
202,5720000.0,0,0,0,0,0,1,0,1,0,0,1,1,5,372,1,3,3,1,9,1,1,7
203,650000.0,0,0,0,0,0,1,0,1,0,0,1,1,1,53,1,1,1,6,8,1,1,2
204,775000.0,0,0,0,0,0,1,1,0,0,0,1,0,1,49,1,1,1,7,7,1,1,2
205,4900000.0,0,0,0,0,0,1,0,1,0,1,1,1,4,390,1,2,3,2,6,1,1,7
206,1890000.0,0,0,0,0,0,1,0,1,0,0,1,1,4,144,1,1,2,1,6,1,1,6
207,1005000.0,0,0,0,0,0,1,0,1,0,1,0,0,3,77,1,1,1,6,7,1,1,4
208,499000.0,0,0,0,0,0,1,0,1,1,0,1,0,1,36,1,1,1,2,5,1,1,2
209,1075000.0,0,0,0,0,0,1,0,1,0,0,0,1,2,74,1,1,1,4,7,1,1,3
210,620000.0,0,0,0,0,0,1,0,1,0,0,1,1,1,58,1,1,1,2,8,1,1,3
211,405600.0,0,0,0,0,0,1,0,1,0,1,0,1,1,33,1,1,1,4,8,1,1,2
212,918000.0,0,0,0,0,0,1,0,1,1,0,0,1,2,80,1,1,1,3,7,1,1,3
213,894400.0,0,0,0,0,0,1,0,1,0,0,1,0,2,67,1,1,1,3,6,1,1,4
214,315000.0,0,0,0,0,0,0,0,0,0,0,0,1,2,24,1,1,1,4,6,1,1,1
215,315000.0,0,0,0,0,0,0,0,0,0,0,0,1,2,24,1,1,1,4,6,1,1,1
216,2205000.0,0,0,0,0,0,1,0,1,0,0,0,0,3,157,1,2,1,3,6,1,1,5
217,695000.0,0,0,0,0,0,1,0,1,0,0,0,0,1,52,1,1,1,5,6,1,1,2
218,230000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,18,1,1,1,6,6,1,1,1
