,sl_prix,sl_style,sl_localisation,sl_cuisine,sl_exposition,sl_vue,sl_ascenseur,sl_neuf,sl_cave,sl_annee,sl_balcon,sl_parquet,sl_gardien,sl_nb_chambre,sl_taille,sl_salle_d_eau,sl_salle_de_bain,sl_toilette,sl_etage,sl_hauteur,sl_parking,sl_terrasse,sl_nb_piece
69,325000.0,0,0,0,0,0,1,0,1,0,0,0,0,1,32,1,1,1,3,6,1,1,1
70,1470000.0,0,0,0,0,0,1,1,0,0,0,0,0,2,100,1,1,1,4,6,1,1,4
71,112000.0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,1,1,6,6,1,1,1
72,570000.0,0,0,0,0,0,1,0,1,0,1,0,0,2,40,1,1,1,4,7,1,1,1
73,740000.0,0,0,0,0,0,1,0,1,0,0,1,1,2,74,1,1,1,4,6,1,1,3
74,1099000.0,0,0,1,0,0,1,1,1,0,0,1,1,2,92,1,1,1,4,6,1,1,4
75,1180000.0,0,0,0,0,0,1,0,1,0,0,1,0,2,77,1,1,1,4,6,1,1,4
76,780000.0,0,0,1,0,0,1,0,1,0,0,1,0,2,72,1,1,1,5,6,1,1,4
77,1395000.0,0,0,0,0,0,1,0,0,0,0,0,0,2,75,1,1,1,2,8,1,1,3
78,2130000.0,0,0,0,0,0,1,0,1,0,0,1,0,3,153,1,1,2,3,11,1,1,5
79,969000.0,0,0,0,0,0,1,0,1,0,1,1,1,2,94,1,1,2,2,14,1,1,4
80,577500.0,0,0,0,0,0,1,0,1,0,0,1,1,1,53,1,1,2,2,6,1,1,2
81,1235000.0,0,0,0,0,0,1,0,1,0,1,1,1,2,101,1,1,2,4,9,1,1,3
82,1751000.0,0,0,0,0,0,1,0,1,0,1,0,0,3,117,2,1,2,6,8,2,1,5
83,1270000.0,0,0,0,0,0,1,0,1,0,0,0,0,2,90,1,1,1,4,7,1,1,4
84,616000.0,0,0,1,0,0,1,0,1,0,0,0,1,1,41,1,1,1,7,7,1,1,2
85,577500.0,0,0,0,0,0,1,0,1,0,0,1,1,1,53,1,1,2,2,6,1,1,2
86,735000.0,0,0,0,0,0,1,0,1,0,0,0,0,2,62,1,1,1,1,6,1,1,3
87,820000.0,0,0,0,0,0,1,0,0,0,0,1,1,2,61,1,1,1,1,6,1,1,3
88,1430000.0,0,0,0,0,0,1,0,1,1,0,0,1,2,105,1,1,1,5,6,1,1,4
89,389000.0,0,0,0,0,0,0,0,1,1,0,1,1,1,31,1,1,1,2,6,1,1,2
90,2300000.0,0,0,1,0,0,1,0,1,0,1,0,1,4,140,1,1,2,1,7,1,1,6
91,309750.0,0,0,0,0,0,1,0,0,0,0,0,0,3,22,1,1,1,1,7,1,1,1
92,1070000.0,0,0,0,1,0,1,0,1,0,0,0,0,2,84,2,2,2,2,8,1,1,3
93,3500000.0,0,0,0,0,0,0,0,1,0,0,1,0,5,231,1,3,3,2,8,1,1,7
94,2995000.0,0,0,0,0,0,1,0,1,0,1,0,1,4,185,1,2,2,2,9,1,1,6
95,1720000.0,0,0,1,0,0,1,0,1,0,0,1,0,3,148,1,3,2,3,7,1,1,6
96,485000.0,0,0,0,0,0,0,0,0,1,0,0,0,1,42,1,1,1,4,5,1,1,2
97,270000.0,0,0,0,0,0,0,0,0,0,0,1,1,1,24,1,1,1,6,6,1,1,2
98,1895000.0,0,0,0,0,0,1,0,1,0,1,0,0,4,170,1,2,2,3,6,1,1,6
99,1115000.0,0,0,0,0,0,1,0,1,0,0,1,0,2,88,1,1,1,1,6,1,1,4
100,222000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,1,1,1,1,6,1,1,1
101,867000.0,0,0,0,0,0,1,0,1,0,0,1,1,1,69,1,1,1,3,6,1,1,3
102,450000.0,0,0,0,0,0,1,0,1,0,0,0,0,1,36,1,1,1,2,6,1,1,2
103,3790000.0,0,0,0,0,0,1,0,1,0,0,1,0,7,306,1,1,2,6,7,1,1,10
104,590000.0,0,0,0,0,0,0,0,0,1,0,0,0,1,40,1,1,1,4,6,1,1,2
105,2195000.0,0,0,0,0,0,1,0,1,0,0,1,0,3,176,1,2,2,2,6,1,1,5
106,490000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,36,1,1,1,6,6,1,1,2
107,1030000.0,0,0,0,0,0,1,0,1,0,0,0,1,3,103,1,1,1,3,6,1,1,5
108,129000.0,0,0,0,0,0,0,0,0,0,0,0,1,2,9,1,1,1,3,7,1,1,1
109,547000.0,0,0,0,0,0,1,0,0,0,0,0,0,1,36,1,1,1,3,6,1,1,2
110,829500.0,0,0,1,0,0,1,0,0,0,0,0,1,2,73,1,1,1,3,5,1,1,3
111,2100000.0,0,0,0,0,0,1,0,1,1,0,1,1,3,121,1,2,3,5,6,1,1,5
112,2350000.0,0,0,0,0,0,1,0,0,0,1,0,1,3,157,1,2,3,10,6,1,1,4
